id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
79442,57064,2025-06-29,366000,2,No disponible,366
,,,,,,
,,,,,,
79444,59745,2025-03-28,23000,2,No disponible,46
79445,59745,2025-02-18,230000,2,No disponible,230
79446,59745,2025-05-14,,2,No disponible,26
79447,59745,2025-07-16,108000,2,No disponible,108
79448,59745,2025-04-06,98000,2,No disponible,98
79449,58632,2025-01-08,1413000,9,No disponible,1413
79450,58632,2025-01-07,50000,9,No disponible,90
79451,58632,2025-01-05,639000,9,No disponible,639
79452,58632,2025-01-08,684000,9,No disponible,684
79453,58632,2025-01-19,90000,9,No disponible,90
79454,58632,2025-01-03,513000,9,No disponible,513
79455,58632,2025-01-25,954000,9,,-954
79456,58632,2025-01-07,927000,9,No disponible,927
79462,60405,2025-12-25,102000,4,,68
79463,60405,,116000,4,No disponible,116
79472,62751,2026-01-13,64000,2,,64
79473,,2025-10-17,24000,,No disponible,24
79475,62751,2025-06-21,192000,2,,192
79476,,2025-01-14,976000,8,No disponible,976
79477,60179,2025-06-22,920000,8,No disponible,
79479,,2025-02-27,256000,8,No disponible,256
79481,60179,2025-06-22,296000,8,,296
,,,,,,
,,,,,,
79484,60179,2025-05-31,168000,8,,168
79486,60179,2025-01-11,336000,8,No disponible,-336
79487,60179,,224000,8,No disponible,224
79488,56497,2025-06-02,,7,No disponible,2576
,,,,,,
79489,61017,2025-06-05,738000,6,No disponible,
79490,61017,2025-04-14,90000,6,No disponible,180
79491,61017,2025-03-02,342000,6,No disponible,342
79492,61017,2025-04-06,372000,,No disponible,372
79493,61017,2025-05-03,864000,6,No disponible,
79494,61017,2025-01-25,888000,6,No disponible,888
79495,,2025-03-27,196000,6,No disponible,588
79496,61017,2025-01-23,318000,6,No disponible,318
,56293,2025-12-18,732000,4,No disponible,-732
79499,56293,2026-02-11,-284000,4,No disponible,284
79500,61268,2025-01-14,,6,No disponible,720
79501,61268,2025-01-13,,6,No disponible,804
79503,61268,2025-01-28,600000,,No disponible,600
79504,61268,2025-01-25,,6,No disponible,96
79507,58375,2025-08-11,-472000,4,No disponible,472
79508,58375,2025-09-08,372000,,No disponible,496
79509,58375,2025-08-30,-156000,4,No disponible,-156
79513,61929,2025-06-23,2000000,10,No disponible,2000
,,,,,,
79518,,2025-02-12,252000,9,No disponible,252
,62377,2025-03-13,720000,9,No disponible,720
,62377,2025-03-11,747000,,No disponible,747
79522,62377,2025-02-23,279000,9,No disponible,
79523,62377,,180000,9,No disponible,180
79525,56076,2025-01-01,855000,9,No disponible,855
79526,56076,2025-01-12,1764000,9,No disponible,
79527,56076,2026-03-19,351000,9,No disponible,117
79528,56076,2026-05-31,729000,9,No disponible,729
79529,56076,2025-10-17,-468000,9,No disponible,468
79530,56076,,792000,9,No disponible,792
79536,,2025-05-02,490000,10,No disponible,490
79542,57909,2026-06-15,780000,10,No disponible,
79645,62273,2025-10-15,-30000,6,No disponible,30
79545,57909,,19000,10,No disponible,
79547,63622,2025-04-04,,7,No disponible,1057
79552,,2025-07-11,385000,7,No disponible,
79553,63622,2025-03-08,1057000,7,No disponible,-1057
79556,63622,2025-05-31,413000,7,,413
79558,,2025-03-28,140000,7,No disponible,140
79559,,2025-08-07,406000,7,No disponible,
79560,65411,2025-05-21,1310000,10,No disponible,1310
79565,,2025-03-12,80000,,No disponible,80
79566,64411,2025-03-21,100000,10,,100
79568,64411,,-190000,10,No disponible,190
79572,64411,2025-05-26,-760000,10,No disponible,760
79578,63662,2025-06-20,690000,10,,690
79581,60957,2025-03-02,72000,,No disponible,72
79582,60957,2025-01-04,84000,4,No disponible,
79583,60957,2025-01-05,356000,4,No disponible,
79589,62813,2025-01-12,,8,,384
79592,,,752000,,,752
,61009,2025-01-18,1043000,7,No disponible,1043
79595,61009,,966000,7,No disponible,966
79596,65712,2026-01-16,-384000,1,No disponible,384
79597,65712,2025-05-25,238000,1,No disponible,238
79598,65712,2025-07-15,274000,1,No disponible,274
79599,65712,2026-03-25,86000,1,No disponible,43
79600,65712,2025-03-25,9000,1,,9
79601,63786,2025-11-11,354000,2,,354
79603,59290,2025-09-05,668000,4,No disponible,668
79604,,2025-07-02,596000,4,No disponible,596
79605,59290,2025-02-13,460000,4,No disponible,460
79606,66237,2026-04-07,755000,5,No disponible,755
79607,66237,2026-02-21,870000,5,No disponible,145
79608,66237,,90000,5,No disponible,90
79609,66237,2025-11-10,340000,5,No disponible,340
79610,66237,2026-01-13,280000,5,No disponible,
79611,66237,2025-05-23,30000,5,No disponible,30
79612,66237,2025-01-14,290000,5,No disponible,
79613,60686,2025-08-10,357000,,,357
79614,60686,2025-10-08,900000,3,No disponible,180
79615,60686,2025-10-12,69000,3,No disponible,69
79616,60686,2025-06-08,162000,3,No disponible,162
79617,60686,2025-03-12,297000,3,No disponible,297
,60686,2025-03-02,36000,3,No disponible,36
79619,60686,2025-01-07,522000,3,No disponible,522
79620,60686,2025-07-15,462000,3,No disponible,462
,60686,2025-04-04,938000,3,No disponible,402
79622,60686,2025-10-04,72000,3,No disponible,72
79623,60686,2025-01-16,75000,3,No disponible,75
79624,60686,2025-08-31,27000,3,No disponible,27
79625,60686,2025-09-09,42000,3,No disponible,42
79626,60686,2025-08-26,228000,3,No disponible,228
79627,60686,2025-04-01,198000,3,No disponible,198
79628,63288,2025-02-06,900000,,No disponible,900
79629,63288,2025-03-19,520000,5,No disponible,
79630,63288,2025-01-04,435000,5,,435
,,,,,,
,,,,,,
79643,62273,2026-01-14,2010000,6,No disponible,
79648,,2025-01-21,402000,6,No disponible,402
79653,56145,2025-07-09,973000,4,No disponible,
79655,56145,,76000,4,No disponible,76
79657,56145,2025-11-03,,4,No disponible,256
79658,56145,2025-01-26,188000,4,,188
79661,56919,2026-07-01,-446000,1,No disponible,446
79662,56919,2026-07-11,-175000,1,No disponible,175
79663,56919,2026-04-19,301000,1,No disponible,43
79664,56919,2025-06-29,71000,1,No disponible,71
79665,56919,2025-02-04,18000,1,No disponible,18
79666,56919,,,1,No disponible,38
79667,56919,2026-01-04,34000,1,No disponible,34
79668,56919,2026-06-04,-33000,1,,33
79669,56919,2025-04-09,54000,1,No disponible,54
,63625,2025-03-13,322000,7,No disponible,322
79675,,2026-05-08,329000,7,No disponible,329
79678,56042,2026-03-31,-121000,1,,121
79681,62732,,1824000,8,No disponible,1824
,,2025-02-19,400000,8,,400
79684,62732,2026-04-05,744000,8,,744
79687,57971,2025-03-11,-172000,2,No disponible,172
,57971,2025-02-07,176000,2,No disponible,176
79690,57971,2025-04-13,201000,2,,
79691,57971,,86000,2,No disponible,86
79694,,2025-01-26,-3600000,9,No disponible,3600
,61193,2025-01-16,190000,10,No disponible,190
79702,65703,2025-06-16,,8,No disponible,1056
,,,,,,
,,,,,,
79705,,2025-08-08,1216000,8,No disponible,608
79706,65703,,128000,8,No disponible,128
79707,61945,2025-01-12,35000,7,No disponible,35
79708,61945,2025-05-26,133000,7,No disponible,-931
79710,,2025-09-12,480000,4,No disponible,240
79713,58230,2025-02-27,999000,9,No disponible,999
79714,58230,2025-01-11,52000,9,No disponible,117
79715,58230,,99000,9,No disponible,99
147798,,,,,,0
79716,58230,2025-02-09,288000,9,No disponible,288
79717,58230,2025-02-03,513000,9,No disponible,513
,58230,2025-02-16,594000,9,No disponible,594
79719,58230,2025-01-28,164000,9,No disponible,738
79720,58230,2025-01-14,675000,9,No disponible,675
79721,58230,2025-01-16,1395000,9,,1395
,,2025-01-10,96000,4,No disponible,96
79729,63594,2025-05-18,567000,3,No disponible,
79730,63594,2025-05-20,416000,3,No disponible,312
79731,63594,2025-01-08,117000,3,No disponible,117
79732,63594,2025-03-14,261000,3,No disponible,261
79733,63594,2025-04-12,168000,3,No disponible,168
79734,63594,,597000,3,No disponible,597
79746,,2025-11-09,260000,5,No disponible,-260
79753,,2025-02-22,1190000,5,No disponible,1190
79754,60955,2025-01-17,129000,,No disponible,645
,61612,2026-02-01,900000,5,No disponible,900
79761,,2026-07-01,131000,2,No disponible,262
79762,57790,2025-04-01,,9,No disponible,585
79765,62948,,44000,9,No disponible,396
79767,62948,2025-01-15,5184000,,No disponible,1296
79769,62948,2025-01-13,-252000,9,No disponible,252
79771,,2025-06-03,747000,9,No disponible,747
79773,,2025-08-15,-1856000,8,No disponible,
,59417,2025-10-26,120000,4,No disponible,120
79775,61258,2026-02-04,505000,,No disponible,505
,61258,2025-10-27,135000,5,No disponible,135
79782,61258,2026-09-08,,5,No disponible,385
,,2026-03-11,,5,No disponible,180
79788,56759,2025-04-18,396000,9,No disponible,-396
79789,56759,2025-08-06,711000,,No disponible,711
79791,,2025-07-23,387000,9,No disponible,387
79817,57352,2025-01-10,126000,,No disponible,126
79792,60299,2025-05-03,123000,,No disponible,123
79793,60299,,27000,,No disponible,27
79794,60299,2025-03-22,94000,1,No disponible,
79796,60299,2025-12-16,-29000,1,No disponible,29
79797,60299,2025-04-09,65000,,No disponible,65
79800,60299,2025-01-30,43000,,No disponible,43
79801,60299,2025-09-25,,1,No disponible,107
79802,63051,2025-10-17,1424000,,No disponible,1424
79803,58168,2025-03-20,212000,1,No disponible,-212
79804,58168,2025-01-15,286000,1,No disponible,286
79805,58168,2025-01-07,,1,No disponible,121
79806,58168,2025-03-20,87000,1,No disponible,87
79807,58168,2025-03-23,127000,1,No disponible,127
,,,,,,
,,,,,,
,,,,,,
79810,,2025-01-13,,6,No disponible,438
79811,57352,2025-01-14,-240000,6,No disponible,240
79812,57352,2025-01-17,,6,,252
,57352,,2064000,6,No disponible,516
79820,59878,2025-07-28,-284000,10,No disponible,710
79824,59878,2025-03-29,,10,No disponible,1320
79825,,2025-01-11,212000,10,No disponible,1060
79826,59878,2025-01-14,740000,10,No disponible,-740
79827,59878,2025-10-28,,10,No disponible,330
,58201,2025-03-24,380000,4,No disponible,380
79829,58201,2025-02-14,408000,4,,408
79830,58201,2025-02-08,-140000,4,No disponible,20
79834,58201,2025-02-24,36000,,No disponible,36
79837,59192,2025-04-26,765000,,No disponible,765
79842,59192,2025-03-03,-261000,,No disponible,261
79843,59192,2025-02-02,,9,No disponible,-225
79844,59192,2025-07-02,387000,9,,387
79846,62657,2026-04-15,152000,,No disponible,38
79849,62657,2025-09-26,,1,No disponible,-54
79850,62657,2025-01-24,71000,1,,71
,,,,,,
79853,,2026-01-23,60000,1,No disponible,60
79858,56379,2025-02-22,604000,4,No disponible,604
79859,56379,2025-02-09,288000,4,No disponible,288
79860,56379,2025-02-27,1168000,4,No disponible,584
79861,,2025-01-01,308000,4,No disponible,308
79862,56379,2025-03-20,88000,4,No disponible,88
79866,,2025-01-03,77000,,No disponible,77
,58711,2025-10-31,,7,No disponible,210
79868,58711,2025-08-27,-518000,7,No disponible,
79869,58711,2026-07-11,,7,No disponible,378
79871,,,1496000,8,No disponible,1496
79872,56201,,448000,8,No disponible,448
79880,66438,2025-03-08,-312000,6,No disponible,312
79881,61007,2025-04-24,1350000,,No disponible,1350
79882,61007,2025-05-16,3950000,,No disponible,790
79883,61007,2025-03-18,210000,10,No disponible,210
79884,61007,2025-03-15,680000,10,No disponible,680
79885,61007,,440000,10,No disponible,440
79886,,2025-06-04,340000,10,No disponible,
79887,61007,2025-02-17,2670000,10,No disponible,2670
79888,61007,2025-06-11,3930000,10,No disponible,3930
,,,,,,
79891,63678,2025-03-08,940000,5,,940
79893,63678,2025-03-15,-335000,5,No disponible,335
79894,63678,2025-04-11,145000,,No disponible,145
79895,63678,2025-03-08,-475000,5,No disponible,475
79897,63678,2025-01-28,,5,No disponible,100
79898,63678,2025-02-01,275000,5,,275
79899,63678,2025-04-06,560000,5,,560
,62668,,59000,1,,59
79902,,2025-02-11,378000,1,No disponible,126
79904,62668,2025-05-23,53000,,,53
79905,62668,2025-11-05,,1,No disponible,55
79906,,2025-06-12,846000,1,No disponible,141
79907,62668,2025-01-11,,1,,76
79909,62668,2025-11-01,63000,,No disponible,63
,62668,2025-05-13,16000,1,No disponible,16
79911,62668,2025-11-13,9000,,No disponible,9
79914,,2025-08-10,918000,6,No disponible,918
79915,59189,2025-06-01,-952000,7,No disponible,952
79921,60996,2025-01-23,-339000,3,No disponible,339
,60996,2025-01-05,,3,No disponible,156
79923,60996,2025-03-19,57000,,No disponible,57
79925,63226,2025-01-08,-561000,3,No disponible,561
79926,63226,2025-04-10,348000,3,No disponible,348
,,,,,,
79927,63226,2025-04-28,189000,3,,63
79928,63226,2025-04-13,36000,3,No disponible,36
79929,63226,2025-03-16,285000,,No disponible,-285
,63226,2025-01-18,492000,3,No disponible,492
79931,63226,2025-05-22,1155000,3,No disponible,165
79932,63226,2025-08-25,264000,3,No disponible,264
79933,63226,2025-09-01,204000,3,No disponible,
79934,63226,2025-05-28,48000,3,No disponible,48
79935,63226,2025-09-02,228000,3,No disponible,228
79936,63226,2025-04-21,,3,No disponible,111
,63226,2025-02-09,108000,3,No disponible,
79941,60649,2025-07-31,360000,10,No disponible,
79942,60649,2025-08-14,60000,10,No disponible,-60
79943,60649,2025-10-22,570000,,No disponible,
,60649,,600000,10,No disponible,600
79947,60649,2025-03-08,,10,No disponible,1490
79952,59884,2025-04-05,102000,,No disponible,714
79953,59884,,,7,No disponible,1281
79954,64888,,1330000,10,No disponible,1330
79955,64888,2025-09-21,-1620000,10,No disponible,
,63172,2025-04-16,270000,5,No disponible,
79958,62545,2025-06-22,,7,No disponible,1029
79959,62216,2025-01-13,-258000,2,,258
79962,62216,,104000,2,No disponible,52
,,,,,,
,,,,,,
79969,,2025-02-17,42000,3,No disponible,42
79971,66094,,555000,3,No disponible,555
79972,66094,,,3,No disponible,393
79977,65502,2025-06-27,2410000,,No disponible,2410
79978,65502,2026-05-10,1270000,10,No disponible,
79979,,2025-06-23,406000,7,No disponible,406
79982,55970,2025-07-30,1386000,7,No disponible,-1386
79983,58914,2025-03-08,362000,2,No disponible,362
79984,58914,2025-01-19,160000,2,No disponible,160
79985,58914,2025-05-16,260000,2,No disponible,260
79986,,2025-02-07,1032000,2,No disponible,172
79987,58914,2025-05-25,54000,2,No disponible,54
79988,58914,2025-01-18,144000,2,No disponible,144
79989,58914,2025-01-21,138000,2,No disponible,138
79990,58914,2025-03-13,170000,2,No disponible,170
79991,58914,2025-01-07,92000,2,No disponible,92
79995,64600,2025-03-25,,5,No disponible,265
79996,64600,,-345000,5,No disponible,345
79997,64600,2026-02-16,450000,5,,450
79998,64600,2025-01-01,,5,No disponible,480
,,,,,Disponible,0
79999,64600,2025-09-13,670000,,No disponible,-670
,64600,2026-04-26,870000,,No disponible,870
80001,64600,,112000,5,No disponible,280
80004,61185,2025-05-19,1368000,6,,228
80005,61185,,174000,,No disponible,174
80010,61185,2025-03-31,546000,6,No disponible,
80011,55718,2025-03-22,,7,,-1071
80012,55718,2025-03-13,-371000,7,No disponible,371
80014,,2025-09-22,264000,3,No disponible,264
,62747,2025-09-04,57000,,No disponible,57
80018,62747,2025-03-10,,3,No disponible,129
,62747,2025-06-22,198000,3,,198
80020,58774,2025-05-30,970000,10,No disponible,970
80023,56402,2025-04-05,232000,4,No disponible,
80024,56402,2025-01-06,-96000,4,No disponible,-96
80025,56402,2025-03-26,196000,4,,196
80026,56402,2025-03-17,,4,No disponible,216
80027,63363,,124000,1,No disponible,
80028,63363,2025-06-05,540000,1,No disponible,
80029,63363,2025-05-22,50000,1,No disponible,50
80030,63363,2025-09-08,67000,,No disponible,67
80031,63363,,62000,1,No disponible,62
80032,63363,2026-07-20,,1,No disponible,445
80033,63363,2026-07-24,88000,1,No disponible,88
80034,63363,2026-06-01,142000,1,No disponible,142
80035,59200,2025-08-20,-415000,5,No disponible,415
,,,,,,
,,,,,,
80037,59200,2025-03-28,-180000,5,No disponible,180
80039,59200,,-560000,5,No disponible,560
80040,59200,2025-03-29,112000,5,,80
80043,59200,2025-09-24,395000,,No disponible,395
,,2025-07-20,305000,5,No disponible,305
80047,58989,,1170000,6,No disponible,1170
,59031,2025-06-08,399000,,No disponible,399
80050,63176,2025-02-18,303000,,No disponible,303
80051,63176,2026-01-25,324000,3,,324
80055,63828,2025-05-24,,7,No disponible,273
80057,56366,2025-03-26,57000,7,,
,,,329000,7,No disponible,329
80061,56580,2025-01-27,6660000,9,,1332
80062,56580,2025-01-24,810000,,No disponible,810
80063,56580,2025-01-10,738000,9,,738
80064,56580,2025-01-22,,9,No disponible,99
80065,56580,2025-01-31,333000,9,No disponible,
80067,56580,,963000,9,No disponible,963
80068,65166,2026-04-14,404000,4,No disponible,404
80074,,2025-01-11,61000,1,No disponible,61
,,,,,,
80081,61841,2025-06-27,1184000,8,No disponible,1184
80082,61841,2025-01-30,608000,8,,608
80083,61841,2025-09-24,704000,8,No disponible,-704
80086,58839,2025-07-19,1029000,1,No disponible,
80087,,2025-04-06,10000,1,No disponible,10
80089,58839,2025-01-17,20000,1,,
80091,58839,,24000,1,No disponible,24
80097,58839,,56000,1,No disponible,56
80098,63713,2025-02-04,463000,1,No disponible,
80099,63713,2025-02-03,327000,1,No disponible,327
80100,63713,2025-01-30,422000,1,No disponible,422
80102,59417,2026-04-20,280000,4,No disponible,
80107,59417,2026-06-15,368000,4,No disponible,-368
80109,59417,,248000,4,No disponible,248
,,,,,,
,,,,,,
,,,,,,
80114,,2025-01-19,344000,,No disponible,344
,62627,2025-01-05,404000,,No disponible,101
,62627,2025-07-17,80000,1,No disponible,80
80120,62627,2025-03-03,,1,No disponible,100
80145,63681,2025-06-18,35000,5,No disponible,35
,65685,2025-02-10,-434000,7,No disponible,434
,65685,2025-12-18,315000,7,No disponible,105
80126,65685,2026-06-18,140000,7,,140
80128,58382,2025-05-11,,4,No disponible,1556
80131,63625,2025-01-07,297000,9,,297
80135,63625,2025-07-22,360000,9,,360
80136,,2025-03-31,441000,9,,441
,59052,2025-07-14,70000,10,No disponible,70
80141,63681,2025-03-16,390000,5,No disponible,390
80142,63681,,721000,5,No disponible,515
80143,63681,2025-03-18,480000,5,No disponible,480
80144,63681,2025-04-07,205000,5,No disponible,205
,63681,2025-06-14,375000,,No disponible,375
80147,63681,,445000,5,No disponible,
80148,63681,2025-03-31,455000,5,No disponible,455
80149,63681,2025-05-24,1895000,5,No disponible,1895
,,,,,,
,,,,,,
80150,63681,2025-01-21,303000,5,No disponible,505
80151,63681,2025-02-26,280000,5,No disponible,280
,63681,2025-01-14,,5,No disponible,-375
,65955,2025-01-05,1197000,7,No disponible,-1197
80154,65955,2025-05-22,805000,7,No disponible,
80159,65955,2025-06-18,63000,7,No disponible,-63
80163,64374,2026-03-21,-90000,9,No disponible,90
80164,64374,2025-06-21,441000,,No disponible,441
80165,,2025-04-13,666000,,No disponible,666
80166,64374,2025-05-16,,9,No disponible,261
80169,59415,2026-05-13,975000,5,No disponible,-975
80177,59415,2026-06-22,235000,,No disponible,235
80179,63890,2025-08-01,-730000,2,No disponible,730
,63890,2025-02-06,121000,2,No disponible,-242
